,id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,sub_collections,biobank,biobank_label,network,also_known,studies,type,data_categories,order_of_magnitude,size,categories,timestamp,quality,combined_quality,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,facts,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,duc_profile,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,catalog,license,publisher,language,keywords,EJP_RD_personalData,EJP_RD_vpConnection,issued,modified,mg_draft
1914,bbmri-eric:ID:ES_HGUVBB:collection:COVID-19_BBHGUV,COVID-19_BBHGUV,,Disease caused by Severe acute respiratory syndrome coronavirus,,Valencia,ES,39.46843,-0.40775,bbmri-eric:contactID:ES_01,bbmri-eric:contactID:ES_01,ES,False,,,bbmri-eric:ID:ES_HGUVBB,Biobanco del Hospital General Universitario de Valencia,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,1,,,,,accredited,,,,,,,,,"SERUM,PLASMA",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1917,bbmri-eric:ID:ES_HGUVBB:collection:Oncology-BB,Solid tumors,,"Samples from patients with oncological disease diagnosed in collaboration with the Pathological Anatomy Department._x000D_
Includes solid and liquid samples.",,Valencia,ES,39.46843,-0.40775,bbmri-eric:contactID:ES_01,bbmri-eric:contactID:ES_01,ES,False,,,bbmri-eric:ID:ES_HGUVBB,Biobanco del Hospital General Universitario de Valencia,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,CLINICAL_SYMPTOMS,DiseaseDuration",0,,oncology,,,accredited,,,"FEMALE,MALE",urn:miriam:icd:C43.9,,,,,DNA,temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Malignant melanoma of skin - Malignant neoplasm: Malignant melanoma of skin,unspecified",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1929,bbmri-eric:ID:ES_IRBLleida:collection:Tumor_Bank,Tumor_Bank,BT,Frozen tissue and blood derivatives samples from patients that underwent surgery.,https://www.irblleida.org/es/servicios-cientifico-tecnicos/biobanco/,LLeida,ES,,,bbmri-eric:contactID:ES_Matias_Guiu,bbmri-eric:contactID:ES_Matias_Guiu,ES,False,,,bbmri-eric:ID:ES_IRBLleida,Institut de Recerca Biomèdica de Lleida,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,OTHER,3,,,,,accredited,,,,,,,,,"PLASMA,SERUM,OTHER",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1950,bbmri-eric:ID:ES_INCLIVA:collection:INC_05_AD,Autoimmune Diseases,,"Sample collection from patients with autoimmune diseases like Systemic Lupus Erythematosus, Vasculitis, Sjögren's Syndrome and others.",https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,2475.0,"cardiovascular,paediatrics,rare_disease",2023-05-16 00:00:00.000,,accredited,245.0,2.0,"FEMALE,MALE","urn:miriam:icd:L93.0,urn:miriam:icd:I77.6",15.0,87.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,RNA,SERUM",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Discoid lupus erythematosus,Other disorders of arteries and arterioles - Arteritis,unspecified",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1957,bbmri-eric:ID:ES_BHCSC:collection:19,Control without diagnosis,,"Non affected liquid samples (plasma, serum and buffy coat) from 74 healthy patients since 2019",https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,CASE_CONTROL,BIOLOGICAL_SAMPLES,2,192.0,population,,,accredited,74.0,,UNDIFFERENTIAL,,,,,,"PLASMA,SERUM,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1961,bbmri-eric:ID:ES_BHCSC:collection:EM,Esclerosis múltiple,,Affected liquid samples (serum) from 402 patients since 2004,https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,3,1174.0,,,,accredited,402.0,,UNDIFFERENTIAL,,,,,,SERUM,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1965,bbmri-eric:ID:ES_BHCSC:collection:GC,Clinical genetics,,Affected liquid samples (DNA) from 129 patients since 2017,https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,317.0,,,,accredited,129.0,,UNDIFFERENTIAL,,,,,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1970,bbmri-eric:ID:ES_BHCSC:collection:H,Hematology,,Affected liquid samples  (DNA and RNA) from 182 patients since 2012,https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,213.0,,,,accredited,213.0,,UNDIFFERENTIAL,,,,,,"DNA,RNA",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1973,bbmri-eric:ID:ES_BHCSC:collection:16,Glomerular pathology,,"Affected liquid samples (serum, blood, plasma-EDTA, buffy coat, urine) from 319 patients since 2018",https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,3,9284.0,,,,accredited,319.0,,UNDIFFERENTIAL,,,,,,"PLASMA,SERUM,BUFFY_COAT,WHOLE_BLOOD,OTHER",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1975,bbmri-eric:ID:ES_BHCSC:collection:R,Rheumatology,,"Affected liquid samples (serum, blood, plasma-EDTA, buffy coat) from 31 patients since 2012",https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,375.0,,,,accredited,31.0,,UNDIFFERENTIAL,,,,,,"PLASMA,SERUM,BUFFY_COAT,WHOLE_BLOOD",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1990,bbmri-eric:ID:ES_INCLIVA:collection:INC_11_ACS,Acute Coronary Syndrome,,Sample collection from patients with Acute Coronary Syndrome,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,679.0,,2023-05-16 00:00:00.000,,accredited,47.0,1.0,"FEMALE,MALE",,47.0,88.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,WHOLE_BLOOD",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1991,bbmri-eric:ID:ES_INCLIVA:collection:INC_09_AHF,Acute Heart Failure,,Sample collection from patients with Acute Heart Failure,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3897.0,cardiovascular,2023-05-16 00:00:00.000,,accredited,185.0,2.0,"FEMALE,MALE",urn:miriam:icd:I50.9,37.0,92.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,URINE",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Heart failure,unspecified",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1992,bbmri-eric:ID:ES_INCLIVA:collection:INC_12_AF,Atrial Fibrillation,,Sample collection from patients with Atrial Fibrillation,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,191.0,,2023-05-16 00:00:00.000,,accredited,12.0,1.0,"FEMALE,MALE",,59.0,87.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1993,bbmri-eric:ID:ES_INCLIVA:collection:INC_07_AH,Arterial Hypertension,,Sample collection from patients with Arterial Hypertension,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,538.0,cardiovascular,2023-05-16 00:00:00.000,,accredited,49.0,1.0,"FEMALE,MALE",urn:miriam:icd:I10,41.0,59.0,YEAR,,"PLASMA,SERUM",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Essential (primary) hypertension,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1995,bbmri-eric:ID:ES_INCLIVA:collection:INC_24_BC,Bladder Cancer,,Sample collection from patients with bladder cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,632.0,"oncology,rare_disease",2023-05-16 00:00:00.000,,accredited,121.0,2.0,"FEMALE,MALE",urn:miriam:icd:C67.9,28.0,95.0,YEAR,,"PERIPHERAL_BLOOD_CELLS,PLASMA,TISSUE_PARAFFIN_EMBEDDED,OTHER,URINE",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Malignant neoplasm of bladder - Malignant neoplasm: Bladder,unspecified",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1999,bbmri-eric:ID:ES_INCLIVA:collection:INC_22_BT,Brain Tumors,,Sample collection from patients with brain tumors,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,753.0,"oncology,paediatrics",2023-05-16 00:00:00.000,,accredited,153.0,2.0,"FEMALE,MALE",urn:miriam:icd:C71,1.0,84.0,YEAR,,"PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,OTHER,TISSUE_PARAFFIN_EMBEDDED,OTHER",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Malignant neoplasm of brain,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2000,bbmri-eric:ID:ES_INCLIVA:collection:INC_17_CC,Colon Cancer,,Sample collection from patients with colon cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL,LONGITUDINAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",5,100426.0,,2023-05-16 00:00:00.000,,accredited,840.0,2.0,"FEMALE,MALE",,18.0,96.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,RNA,SERUM,OTHER,TISSUE_PARAFFIN_EMBEDDED,BUFFY_COAT",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2001,bbmri-eric:ID:ES_INCLIVA:collection:INC_14_BC,Breast Cancer,,Sample collection from patients with breast cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL,LONGITUDINAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",5,105004.0,"oncology,rare_disease",2023-05-16 00:00:00.000,,accredited,3128.0,3.0,"FEMALE,MALE",urn:miriam:icd:C50.9,23.0,87.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,RNA,SERUM,OTHER,TISSUE_PARAFFIN_EMBEDDED,BUFFY_COAT",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Malignant neoplasm of breast - Malignant neoplasm: Breast,unspecified",,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2004,bbmri-eric:ID:ES_INCLIVA:collection:INC_03_COVID_Vac,COVID-19 Vaccinated,,Administration of vaccine product against Severe Acute Respiratory Syndrome coronavirus 2,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,POPULATION_BASED",BIOLOGICAL_SAMPLES,3,1439.0,population,2023-05-16 00:00:00.000,,accredited,126.0,2.0,"FEMALE,MALE",,28.0,100.0,YEAR,,"PLASMA,PERIPHERAL_BLOOD_CELLS","temperature-60to-85,temperatureOther",,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2009,bbmri-eric:ID:ES_INCLIVA:collection:INC_19_GC,Gastric Cancer,,Sample collection from patients with gastric cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL,LONGITUDINAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,4829.0,,2023-05-16 00:00:00.000,,accredited,133.0,2.0,"FEMALE,MALE",,31.0,94.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,TISSUE_PARAFFIN_EMBEDDED,OTHER,BUFFY_COAT",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2011,bbmri-eric:ID:ES_INCLIVA:collection:INC_21_HNC,Head and Neck Cancer,,Sample collection from patients with head and neck cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL,LONGITUDINAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,24442.0,oncology,2023-05-16 00:00:00.000,,accredited,264.0,2.0,"FEMALE,MALE",urn:miriam:icd:C49.1,20.0,87.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,TISSUE_PARAFFIN_EMBEDDED,BUFFY_COAT",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Malignant neoplasm of other connective and soft tissue - Malignant neoplasm: Connective and soft tissue of upper limb,including shoulder",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2013,bbmri-eric:ID:ES_INCLIVA:collection:INC_13_HD,Hematology Disease,,"Sample collection from patients with Acute leukemias, Myelodysplastic Syndromes, Chronic Myeloproliferative Syndromes, Chronic Lymphoproliferative Syndromes, Multiple myeloma lymphomas, Hematopoietic transplantation and CAR-T therapy",https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,,,2023-05-16 00:00:00.000,,accredited,,3.0,"FEMALE,MALE",,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,RNA,SERUM,OTHER",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2015,bbmri-eric:ID:ES_VHIR:collection:DigestivePathologiesBank_8,Digestive Pathologies Bank,,"The collection comprises samples of blood, tissue and feces of patients with Microscopic Colitis who were treated at the Vall d'Hebron University Hospital and other collaborating centres of the Spanish Microscopic Colitis Group.",https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",1,65.0,rare_disease,,,accredited,65.0,1.0,"FEMALE,MALE",urn:miriam:icd:K52.8,,,,,"DNA,SERUM,PLASMA,TISSUE_FROZEN,OTHER,FECES","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other specified noninfective gastroenteritis and colitis,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2018,bbmri-eric:ID:ES_INCLIVA:collection:INC_08_HALD,Hyperaldosteronism,,Sample collection from patients with Hyperaldosteronism,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,236.0,metabolic,2023-05-16 00:00:00.000,,accredited,14.0,1.0,"FEMALE,MALE",urn:miriam:icd:E26.9,46.0,81.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Hyperaldosteronism,unspecified",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2019,bbmri-eric:ID:ES_INCLIVA:collection:INC_15_LC,Lung Cancer,,Sample collection from patients with lung cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL,LONGITUDINAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,37420.0,"oncology,rare_disease",2023-05-16 00:00:00.000,,accredited,1838.0,3.0,"FEMALE,MALE",urn:miriam:icd:C34.9,18.0,93.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,RNA,SERUM,OTHER,TISSUE_PARAFFIN_EMBEDDED,BUFFY_COAT",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Malignant neoplasm of bronchus and lung - Malignant neoplasm: Bronchus or lung,unspecified",,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2023,bbmri-eric:ID:ES_INCLIVA:collection:INC_25_OST,Other Solid Tumors,,Sample collection from patients with other solid tumors,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,,,2023-05-16 00:00:00.000,,accredited,,2.0,"FEMALE,MALE",,18.0,96.0,YEAR,,"TISSUE_PARAFFIN_EMBEDDED,OTHER",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2027,bbmri-eric:ID:ES_INCLIVA:collection:INC_18_PC,Pancreatic Cancer,,Sample collection from patients with pancreatic cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL,LONGITUDINAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,27205.0,,2023-05-16 00:00:00.000,,accredited,277.0,2.0,"FEMALE,MALE",,29.0,89.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,TISSUE_PARAFFIN_EMBEDDED,OTHER,BUFFY_COAT",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
