name,codesystem,code,ontologyTermURI
Nerve structure,SNOMED CT,3057000,http://purl.bioontology.org/ontology/SNOMEDCT/3057000
Peripheral nervous system structure,SNOMED CT,3058005,http://purl.bioontology.org/ontology/SNOMEDCT/3058005
Spinal arachnoid,SNOMED CT,3062004,http://purl.bioontology.org/ontology/SNOMEDCT/3062004
Structure of tendinous arch of pelvic fascia,SNOMED CT,3093003,http://purl.bioontology.org/ontology/SNOMEDCT/3093003
Clinical crown of tooth,SNOMED CT,3100007,http://purl.bioontology.org/ontology/SNOMEDCT/3100007
Structure of suprachoroidal space,SNOMED CT,3113001,http://purl.bioontology.org/ontology/SNOMEDCT/3113001
Structure of dorsal surface of index finger,SNOMED CT,3117000,http://purl.bioontology.org/ontology/SNOMEDCT/3117000
Structure of trabecula carnea of left ventricle,SNOMED CT,3118005,http://purl.bioontology.org/ontology/SNOMEDCT/3118005
Pleural structure,SNOMED CT,3120008,http://purl.bioontology.org/ontology/SNOMEDCT/3120008
Structure of head of fourth metatarsal bone,SNOMED CT,3134008,http://purl.bioontology.org/ontology/SNOMEDCT/3134008
Bone (tissue) structure,SNOMED CT,3138006,http://purl.bioontology.org/ontology/SNOMEDCT/3138006
Structure of tractus olivocochlearis,SNOMED CT,3153003,http://purl.bioontology.org/ontology/SNOMEDCT/3153003
Structure of obturator artery,SNOMED CT,3156006,http://purl.bioontology.org/ontology/SNOMEDCT/3156006
Structure of costocervical trunk,SNOMED CT,3159004,http://purl.bioontology.org/ontology/SNOMEDCT/3159004
Spinal nerve structure,SNOMED CT,3169005,http://purl.bioontology.org/ontology/SNOMEDCT/3169005
Structure of raphe of soft palate,SNOMED CT,3178004,http://purl.bioontology.org/ontology/SNOMEDCT/3178004
Endocardium of right atrium,SNOMED CT,3194006,http://purl.bioontology.org/ontology/SNOMEDCT/3194006
Monostomatic sublingual gland,SNOMED CT,3198009,http://purl.bioontology.org/ontology/SNOMEDCT/3198009
Subcutaneous tissue structure of nuchal region,SNOMED CT,3215002,http://purl.bioontology.org/ontology/SNOMEDCT/3215002
All large arteries,SNOMED CT,3222005,http://purl.bioontology.org/ontology/SNOMEDCT/3222005
Left coronary artery main stem,SNOMED CT,3227004,http://purl.bioontology.org/ontology/SNOMEDCT/3227004
Structure of posterior segment of right upper lobe of lung,SNOMED CT,3236000,http://purl.bioontology.org/ontology/SNOMEDCT/3236000
Papillary area,SNOMED CT,3255000,http://purl.bioontology.org/ontology/SNOMEDCT/3255000
Structure of root canal of tooth,SNOMED CT,3262009,http://purl.bioontology.org/ontology/SNOMEDCT/3262009
Structure of pedicle of third cervical vertebra,SNOMED CT,3279003,http://purl.bioontology.org/ontology/SNOMEDCT/3279003
Structure of ventral anterior nucleus of thalamus,SNOMED CT,3295003,http://purl.bioontology.org/ontology/SNOMEDCT/3295003
Tectopontine fibers,SNOMED CT,3301002,http://purl.bioontology.org/ontology/SNOMEDCT/3301002
Structure of splenic branch of splenic artery,SNOMED CT,3302009,http://purl.bioontology.org/ontology/SNOMEDCT/3302009
Structure of vestibulospinal tract,SNOMED CT,3315000,http://purl.bioontology.org/ontology/SNOMEDCT/3315000
Haversian canal,SNOMED CT,3336003,http://purl.bioontology.org/ontology/SNOMEDCT/3336003
Right lung structure,SNOMED CT,3341006,http://purl.bioontology.org/ontology/SNOMEDCT/3341006
Entire right commissure of pulmonic valve,SNOMED CT,3350008,http://purl.bioontology.org/ontology/SNOMEDCT/3350008
Intertragal incisure structure,SNOMED CT,3362007,http://purl.bioontology.org/ontology/SNOMEDCT/3362007
Structure of anterior papillary muscle of left ventricle,SNOMED CT,3366005,http://purl.bioontology.org/ontology/SNOMEDCT/3366005
Structure of supporting tissue of rectum,SNOMED CT,3370002,http://purl.bioontology.org/ontology/SNOMEDCT/3370002
Structure of agger nasi,SNOMED CT,3377004,http://purl.bioontology.org/ontology/SNOMEDCT/3377004
Structure of rima oris,SNOMED CT,3382006,http://purl.bioontology.org/ontology/SNOMEDCT/3382006
Structure of superior palpebral arch,SNOMED CT,3395001,http://purl.bioontology.org/ontology/SNOMEDCT/3395001
Structure of lateral margin of forearm,SNOMED CT,3409004,http://purl.bioontology.org/ontology/SNOMEDCT/3409004
Structure of deciduous premolar tooth,SNOMED CT,3414000,http://purl.bioontology.org/ontology/SNOMEDCT/3414000
Structure of rotator muscle,SNOMED CT,3417007,http://purl.bioontology.org/ontology/SNOMEDCT/3417007
Structure of deep lymphatic vessel of upper extremity,SNOMED CT,3438001,http://purl.bioontology.org/ontology/SNOMEDCT/3438001
Structure of thalamostriate vein,SNOMED CT,3444002,http://purl.bioontology.org/ontology/SNOMEDCT/3444002
Structure of anterodorsal nucleus of thalamus,SNOMED CT,3460003,http://purl.bioontology.org/ontology/SNOMEDCT/3460003
Structure of commissure of tricuspid valve,SNOMED CT,3462006,http://purl.bioontology.org/ontology/SNOMEDCT/3462006
Structure of vastus medialis muscle,SNOMED CT,3478008,http://purl.bioontology.org/ontology/SNOMEDCT/3478008
Subcutaneous tissue structure of suboccipital region,SNOMED CT,3490005,http://purl.bioontology.org/ontology/SNOMEDCT/3490005
Entire permanent upper left third premolar tooth,SNOMED CT,3496004,http://purl.bioontology.org/ontology/SNOMEDCT/3496004
Lamina of thirteenth thoracic vertebra,SNOMED CT,3497008,http://purl.bioontology.org/ontology/SNOMEDCT/3497008
Structure of lateral wall of mastoid antrum,SNOMED CT,3524005,http://purl.bioontology.org/ontology/SNOMEDCT/3524005
Structure of capsule of proximal tibiofibular joint,SNOMED CT,3538003,http://purl.bioontology.org/ontology/SNOMEDCT/3538003
Structure of dorsal metatarsal artery,SNOMED CT,3541007,http://purl.bioontology.org/ontology/SNOMEDCT/3541007
Structure of thyroid capsule,SNOMED CT,3553006,http://purl.bioontology.org/ontology/SNOMEDCT/3553006
Structure of dorsal nucleus of trapezoid body,SNOMED CT,3556003,http://purl.bioontology.org/ontology/SNOMEDCT/3556003
Muscularis of ureter,SNOMED CT,3563003,http://purl.bioontology.org/ontology/SNOMEDCT/3563003
Structure of body of vertebra,SNOMED CT,3572006,http://purl.bioontology.org/ontology/SNOMEDCT/3572006
Structure of body of gallbladder,SNOMED CT,3578005,http://purl.bioontology.org/ontology/SNOMEDCT/3578005
Structure of gastrophrenic ligament,SNOMED CT,3582007,http://purl.bioontology.org/ontology/SNOMEDCT/3582007
Structure of arch of tenth thoracic vertebra,SNOMED CT,3584008,http://purl.bioontology.org/ontology/SNOMEDCT/3584008
Structure of straight part of longus colli muscle,SNOMED CT,3594003,http://purl.bioontology.org/ontology/SNOMEDCT/3594003
Ischiococcygeus muscle,SNOMED CT,3608004,http://purl.bioontology.org/ontology/SNOMEDCT/3608004
Structure of occipital branch of posterior auricular artery,SNOMED CT,3609007,http://purl.bioontology.org/ontology/SNOMEDCT/3609007
Structure of tympanic ostium of Eustachian tube,SNOMED CT,3663005,http://purl.bioontology.org/ontology/SNOMEDCT/3663005
Pelvic wall structure,SNOMED CT,3665003,http://purl.bioontology.org/ontology/SNOMEDCT/3665003
Entire subpyloric lymph node,SNOMED CT,3670005,http://purl.bioontology.org/ontology/SNOMEDCT/3670005
Structure of great blood vessel (organ),SNOMED CT,3711007,http://purl.bioontology.org/ontology/SNOMEDCT/3711007
Head of eighteenth rib,SNOMED CT,3724007,http://purl.bioontology.org/ontology/SNOMEDCT/3724007
Structure of lateral thoracic artery,SNOMED CT,3743007,http://purl.bioontology.org/ontology/SNOMEDCT/3743007
Structure of nucleus pulposus of intervertebral disc of first thoracic vertebra,SNOMED CT,3761003,http://purl.bioontology.org/ontology/SNOMEDCT/3761003
Subcutaneous tissue structure of lower extremity,SNOMED CT,3766008,http://purl.bioontology.org/ontology/SNOMEDCT/3766008
Entire dorsal metacarpal ligament,SNOMED CT,3785006,http://purl.bioontology.org/ontology/SNOMEDCT/3785006
Structure of apical segment of right lower lobe of lung,SNOMED CT,3788008,http://purl.bioontology.org/ontology/SNOMEDCT/3788008
Septal cartilage structure,SNOMED CT,3810000,http://purl.bioontology.org/ontology/SNOMEDCT/3810000
Structure of apex of coccyx,SNOMED CT,3838008,http://purl.bioontology.org/ontology/SNOMEDCT/3838008
Infraorbital gland,SNOMED CT,3852005,http://purl.bioontology.org/ontology/SNOMEDCT/3852005
Structure of interscapular region of back,SNOMED CT,3865001,http://purl.bioontology.org/ontology/SNOMEDCT/3865001
Structure of dorsal surface of great toe,SNOMED CT,3867009,http://purl.bioontology.org/ontology/SNOMEDCT/3867009
Subcutaneous tissue structure of femoral region,SNOMED CT,3876002,http://purl.bioontology.org/ontology/SNOMEDCT/3876002
Structure of common carotid plexus,SNOMED CT,3877006,http://purl.bioontology.org/ontology/SNOMEDCT/3877006
Subcutaneous tissue structure of lateral surface of fourth toe,SNOMED CT,3910004,http://purl.bioontology.org/ontology/SNOMEDCT/3910004
Structure of occipital lymph node,SNOMED CT,3916005,http://purl.bioontology.org/ontology/SNOMEDCT/3916005
Structure of pericardiophrenic artery,SNOMED CT,3924000,http://purl.bioontology.org/ontology/SNOMEDCT/3924000
Vestibular window structure,SNOMED CT,3931001,http://purl.bioontology.org/ontology/SNOMEDCT/3931001
Head of tenth rib structure,SNOMED CT,3935005,http://purl.bioontology.org/ontology/SNOMEDCT/3935005
Structure of entorhinal cortex,SNOMED CT,3937002,http://purl.bioontology.org/ontology/SNOMEDCT/3937002
Lacrimal sac structure,SNOMED CT,3954005,http://purl.bioontology.org/ontology/SNOMEDCT/3954005
Structure of fifth metatarsal articular facet of fourth metatarsal bone,SNOMED CT,3956007,http://purl.bioontology.org/ontology/SNOMEDCT/3956007
Structure of rectus capitis muscle,SNOMED CT,3959000,http://purl.bioontology.org/ontology/SNOMEDCT/3959000
Olfactory tract structure,SNOMED CT,3960005,http://purl.bioontology.org/ontology/SNOMEDCT/3960005
Structure of gyrus of brain,SNOMED CT,3964001,http://purl.bioontology.org/ontology/SNOMEDCT/3964001
Subcutaneous tissue structure of concha,SNOMED CT,3977005,http://purl.bioontology.org/ontology/SNOMEDCT/3977005
Structure of medial globus pallidus,SNOMED CT,3989007,http://purl.bioontology.org/ontology/SNOMEDCT/3989007
Structure of lateral wall of orbit,SNOMED CT,4061004,http://purl.bioontology.org/ontology/SNOMEDCT/4061004
Structure of capsule of proximal interphalangeal joint of index finger,SNOMED CT,4066009,http://purl.bioontology.org/ontology/SNOMEDCT/4066009
Structure of fourth coccygeal vertebra,SNOMED CT,4072009,http://purl.bioontology.org/ontology/SNOMEDCT/4072009
Structure of vagus nerve bronchial branch,SNOMED CT,4093007,http://purl.bioontology.org/ontology/SNOMEDCT/4093007
Structure of macula of saccule,SNOMED CT,4111006,http://purl.bioontology.org/ontology/SNOMEDCT/4111006
Lumbosacral spinal cord central canal structure,SNOMED CT,4117005,http://purl.bioontology.org/ontology/SNOMEDCT/4117005
Structure of superior frontal sulcus,SNOMED CT,4121003,http://purl.bioontology.org/ontology/SNOMEDCT/4121003
Structure of artery of extremity,SNOMED CT,4146003,http://purl.bioontology.org/ontology/SNOMEDCT/4146003
Structure of palmar surface of little finger,SNOMED CT,4148002,http://purl.bioontology.org/ontology/SNOMEDCT/4148002
Celiac nervous plexus structure,SNOMED CT,4150005,http://purl.bioontology.org/ontology/SNOMEDCT/4150005
Abdominal aortic plexus structure,SNOMED CT,4158003,http://purl.bioontology.org/ontology/SNOMEDCT/4158003
Structure of hyparterial bronchus,SNOMED CT,4159006,http://purl.bioontology.org/ontology/SNOMEDCT/4159006
Entire extensor tendon and tendon sheath of fifth toe,SNOMED CT,4193005,http://purl.bioontology.org/ontology/SNOMEDCT/4193005
Head of second rib structure,SNOMED CT,4215008,http://purl.bioontology.org/ontology/SNOMEDCT/4215008
Bone structure of first metacarpal,SNOMED CT,4247003,http://purl.bioontology.org/ontology/SNOMEDCT/4247003
Structure of posterior tibial vein,SNOMED CT,4258007,http://purl.bioontology.org/ontology/SNOMEDCT/4258007
Lateral spinorubral tract,SNOMED CT,4268002,http://purl.bioontology.org/ontology/SNOMEDCT/4268002
Structure of inferior articular process of seventh cervical vertebra,SNOMED CT,4276000,http://purl.bioontology.org/ontology/SNOMEDCT/4276000
Structure of middle portion of ileum,SNOMED CT,4281009,http://purl.bioontology.org/ontology/SNOMEDCT/4281009
Structure of paracortical area of lymph node,SNOMED CT,4295007,http://purl.bioontology.org/ontology/SNOMEDCT/4295007
Cartilage canal,SNOMED CT,4303006,http://purl.bioontology.org/ontology/SNOMEDCT/4303006
Structure of spinalis muscle,SNOMED CT,4317002,http://purl.bioontology.org/ontology/SNOMEDCT/4317002
Upper jaw region structure,SNOMED CT,4335006,http://purl.bioontology.org/ontology/SNOMEDCT/4335006
Structure of lateral surface of little finger,SNOMED CT,4358009,http://purl.bioontology.org/ontology/SNOMEDCT/4358009
Stratum spinosum,SNOMED CT,4360006,http://purl.bioontology.org/ontology/SNOMEDCT/4360006
Small intestine mucous membrane structure,SNOMED CT,4369007,http://purl.bioontology.org/ontology/SNOMEDCT/4369007
Structure of fourth metatarsal facet of lateral cuneiform bone,SNOMED CT,4371007,http://purl.bioontology.org/ontology/SNOMEDCT/4371007
Structure of incisure of cartilaginous portion of auditory canal,SNOMED CT,4375003,http://purl.bioontology.org/ontology/SNOMEDCT/4375003
Structure of parafascicular nucleus of thalamus,SNOMED CT,4377006,http://purl.bioontology.org/ontology/SNOMEDCT/4377006
Right forequarter of udder,SNOMED CT,4378001,http://purl.bioontology.org/ontology/SNOMEDCT/4378001
Scala vestibuli structure,SNOMED CT,4394008,http://purl.bioontology.org/ontology/SNOMEDCT/4394008
Structure of anterior articular surface for talus,SNOMED CT,4402002,http://purl.bioontology.org/ontology/SNOMEDCT/4402002
Tracheal submucosa,SNOMED CT,4419000,http://purl.bioontology.org/ontology/SNOMEDCT/4419000
Structure of clivus ossis sphenoidalis,SNOMED CT,4430002,http://purl.bioontology.org/ontology/SNOMEDCT/4430002
Dental arch structure,SNOMED CT,4442007,http://purl.bioontology.org/ontology/SNOMEDCT/4442007
Structure of accessory sinus gland,SNOMED CT,4486002,http://purl.bioontology.org/ontology/SNOMEDCT/4486002
Structure of subclavian plexus,SNOMED CT,4524000,http://purl.bioontology.org/ontology/SNOMEDCT/4524000
Joint structure of lower extremity,SNOMED CT,4527007,http://purl.bioontology.org/ontology/SNOMEDCT/4527007
Structure of internal medullary lamina of thalamus,SNOMED CT,4537002,http://purl.bioontology.org/ontology/SNOMEDCT/4537002
"Entire vagus nerve parasympathetic fibers to liver, gallbladder, bile ducts and pancreas",SNOMED CT,4549001,http://purl.bioontology.org/ontology/SNOMEDCT/4549001
Structure of tentorium cerebelli,SNOMED CT,4566004,http://purl.bioontology.org/ontology/SNOMEDCT/4566004
Skin structure of posterior surface of thigh,SNOMED CT,4578000,http://purl.bioontology.org/ontology/SNOMEDCT/4578000
Structure of splenius muscle of trunk,SNOMED CT,4583008,http://purl.bioontology.org/ontology/SNOMEDCT/4583008
Structure of middle trunk of brachial plexus,SNOMED CT,4588004,http://purl.bioontology.org/ontology/SNOMEDCT/4588004
Laryngeal structure,SNOMED CT,4596009,http://purl.bioontology.org/ontology/SNOMEDCT/4596009
Structure of base of phalanx of foot,SNOMED CT,4603002,http://purl.bioontology.org/ontology/SNOMEDCT/4603002
Tubercle of eighth rib structure,SNOMED CT,4606005,http://purl.bioontology.org/ontology/SNOMEDCT/4606005
Structure of lesser tuberosity of humerus,SNOMED CT,4621004,http://purl.bioontology.org/ontology/SNOMEDCT/4621004
Structure of lymphatic cord,SNOMED CT,4624007,http://purl.bioontology.org/ontology/SNOMEDCT/4624007
Skin structure of nuchal region,SNOMED CT,4658004,http://purl.bioontology.org/ontology/SNOMEDCT/4658004
Transverse process of seventeenth thoracic vertebra,SNOMED CT,4675005,http://purl.bioontology.org/ontology/SNOMEDCT/4675005
Structure of ventral sacrococcygeal ligament,SNOMED CT,4743003,http://purl.bioontology.org/ontology/SNOMEDCT/4743003
Structure of medial surface of great toe,SNOMED CT,4755009,http://purl.bioontology.org/ontology/SNOMEDCT/4755009
Structure of gemellus muscle,SNOMED CT,4759003,http://purl.bioontology.org/ontology/SNOMEDCT/4759003
Structure of perineal nerve,SNOMED CT,4768001,http://purl.bioontology.org/ontology/SNOMEDCT/4768001
Structure of phrenic nerve pericardial branch,SNOMED CT,4774001,http://purl.bioontology.org/ontology/SNOMEDCT/4774001
Structure of ventral posterior inferior nucleus,SNOMED CT,4775000,http://purl.bioontology.org/ontology/SNOMEDCT/4775000
Anterior tibial compartment structure,SNOMED CT,4812002,http://purl.bioontology.org/ontology/SNOMEDCT/4812002
Femoral canal structure,SNOMED CT,4828007,http://purl.bioontology.org/ontology/SNOMEDCT/4828007
Subcutaneous tissue structure of ring finger,SNOMED CT,4840007,http://purl.bioontology.org/ontology/SNOMEDCT/4840007
Pedicle of sixteenth thoracic vertebra,SNOMED CT,4842004,http://purl.bioontology.org/ontology/SNOMEDCT/4842004
Membranous ampulla structure,SNOMED CT,4843009,http://purl.bioontology.org/ontology/SNOMEDCT/4843009
Cranial articular process of fourteenth thoracic vertebra,SNOMED CT,4858001,http://purl.bioontology.org/ontology/SNOMEDCT/4858001
Constrictor muscle of pharynx structure,SNOMED CT,4866005,http://purl.bioontology.org/ontology/SNOMEDCT/4866005
Structure of dorsal tegmental nuclei of midbrain,SNOMED CT,4870002,http://purl.bioontology.org/ontology/SNOMEDCT/4870002
Cochlear spiral lamina structure,SNOMED CT,4871003,http://purl.bioontology.org/ontology/SNOMEDCT/4871003
Structure of uterovaginal plexus,SNOMED CT,4905007,http://purl.bioontology.org/ontology/SNOMEDCT/4905007
