"classid","label","synonyms"
"http://who.int/icf#s3208","s3208. Structure of mouth, other specified","Structure of mouth, other specified"
"http://who.int/icf#e5652","e5652. Economic policies","Economic policies"
"http://who.int/icf#e5650","e5650. Economic services","Economic services"
"http://who.int/icf#e5651","e5651. Economic systems","Economic systems"
"http://who.int/icf#e5658","e5658. Economic services, systems and policies, other specified","Economic services, systems and policies, other specified"
"http://who.int/icf#e5659","e5659. Economic services, systems and policies, unspecified","Economic services, systems and policies, unspecified"
"http://who.int/icf#s199","s199. Structure of the nervous system, unspecified","Structure of the nervous system, unspecified"
"http://who.int/icf#s198","s198. Structure of the nervous system, other specified","Structure of the nervous system, other specified"
"http://who.int/icf#s4303","s4303. Muscles of respiration","Muscles of respiration"
"http://who.int/icf#s4302","s4302. Thoracic cage","Thoracic cage"
"http://who.int/icf#s4301","s4301. Lungs","Lungs"
"http://who.int/icf#s4300","s4300. Trachea","Trachea"
"http://who.int/icf#s4309","s4309. Structure of respiratory system, unspecified","Structure of respiratory system, unspecified"
"http://who.int/icf#e2151","e2151. Population density","Population density"
"http://who.int/icf#s4308","s4308. Structure of respiratory system, other specified","Structure of respiratory system, other specified"
"http://who.int/icf#e2150","e2150. Demographic change","Demographic change"
"http://who.int/icf#e5300","e5300. Utilities services","Utilities services"
"http://who.int/icf#e5301","e5301. Utilities systems","Utilities systems"
"http://who.int/icf#e2159","e2159. Population, unspecified","Population, unspecified"
"http://who.int/icf#e5302","e5302. Utilities policies","Utilities policies"
"http://who.int/icf#e2158","e2158. Population, other specified","Population, other specified"
"http://who.int/icf#e5308","e5308. Utilities services, systems and policies, other specified","Utilities services, systems and policies, other specified"
"http://who.int/icf#e5309","e5309. Utilities services, systems and policies, unspecified","Utilities services, systems and policies, unspecified"
"http://who.int/icf#s5400","s5400. Small intestine","Small intestine"
"http://who.int/icf#s5401","s5401. Large intestine","Large intestine"
"http://who.int/icf#s7701","s7701. Joints","Joints"
"http://who.int/icf#s7700","s7700. Bones","Bones"
"http://who.int/icf#s7703","s7703. Extra-articular ligaments, fasciae, extramuscular aponeuroses, retinacula, septa, bursae, unspecified","Extra-articular ligaments, fasciae, extramuscular aponeuroses, retinacula, septa, bursae, unspecified"
"http://who.int/icf#s7702","s7702. Muscles","Muscles"
"http://who.int/icf#s3102","s3102. Nasal fossae","Nasal fossae"
"http://who.int/icf#s3101","s3101. Nasal septum","Nasal septum"
"http://who.int/icf#s3100","s3100. External nose","External nose"
"http://who.int/icf#s76002","s76002. Lumbar vertebral column","Lumbar vertebral column"
"http://who.int/icf#s76001","s76001. Thoracic vertebral column","Thoracic vertebral column"
"http://who.int/icf#s76004","s76004. Coccyx","Coccyx"
"http://who.int/icf#s76003","s76003. Sacral vertebral column","Sacral vertebral column"
"http://who.int/icf#s3309","s3309. Structure of pharynx, unspecified","Structure of pharynx, unspecified"
"http://who.int/icf#e5550","e5550. Associations and organizational services","Associations and organizational services"
"http://who.int/icf#s3308","s3308. Structure of pharynx, other specified","Structure of pharynx, other specified"
"http://who.int/icf#s76008","s76008. Structure of vertebral column, other specified","Structure of vertebral column, other specified"
"http://who.int/icf#e5551","e5551. Associations and organizational systems","Associations and organizational systems"
"http://who.int/icf#e5552","e5552. Associations and organizational policies","Associations and organizational policies"
"http://who.int/icf#e5558","e5558. Associations and organizational services, systems and policies, other specified","Associations and organizational services, systems and policies, other specified"
"http://who.int/icf#s76000","s76000. Cervical vertebral column","Cervical vertebral column"
"http://who.int/icf#e5559","e5559. Associations and organizational services, systems and policies, unspecified","Associations and organizational services, systems and policies, unspecified"
"http://who.int/icf#s63058","s63058. Structure of penis, other specified","Structure of penis, other specified"
"http://who.int/icf#s63059","s63059. Structure of penis, unspecified","Structure of penis, unspecified"
"http://who.int/icf#s63050","s63050. Glans penis","Glans penis"
"http://who.int/icf#s63051","s63051. Shaft of penis","Shaft of penis"
"http://who.int/icf#e5201","e5201. Open space planning systems","Open space planning systems"
"http://who.int/icf#e5202","e5202. Open space planning policies","Open space planning policies"
"http://who.int/icf#e5200","e5200. Open space planning services","Open space planning services"
"http://who.int/icf#e5209","e5209. Open space planning services, systems and policies, unspecified","Open space planning services, systems and policies, unspecified"
"http://who.int/icf#e5208","e5208. Open space planning services, systems and policies, other specified","Open space planning services, systems and policies, other specified"
"http://who.int/icf#s1","s1. CHAPTER 1 STRUCTURES OF THE NERVOUS SYSTEM","STRUCTURES OF THE NERVOUS SYSTEM"
"http://who.int/icf#s4","s4. CHAPTER 4 STRUCTURES OF THE CARDIOVASCULAR, IMMUNOLOGICAL AND RESPIRATORY SYSTEMS","STRUCTURES OF THE CARDIOVASCULAR, IMMUNOLOGICAL AND RESPIRATORY SYSTEMS"
"http://who.int/icf#s5","s5. CHAPTER 5 STRUCTURES RELATED TO THE DIGESTIVE, METABOLIC AND ENDOCRINE SYSTEMS","STRUCTURES RELATED TO THE DIGESTIVE, METABOLIC AND ENDOCRINE SYSTEMS"
"http://who.int/icf#s76009","s76009. Structure of vertebral column, unspecified","Structure of vertebral column, unspecified"
"http://who.int/icf#s2","s2. CHAPTER 2 THE EYE, EAR AND RELATED STRUCTURES","THE EYE, EAR AND RELATED STRUCTURES"
"http://who.int/icf#s3204","s3204. Structure of lips","Structure of lips"
"http://who.int/icf#s3","s3. CHAPTER 3 STRUCTURES INVOLVED IN VOICE AND SPEECH","STRUCTURES INVOLVED IN VOICE AND SPEECH"
"http://who.int/icf#s3203","s3203. Tongue","Tongue"
"http://who.int/icf#s3202","s3202. Structure of palate","Structure of palate"
"http://who.int/icf#s8","s8. CHAPTER 8 SKIN AND RELATED STRUCTURES","SKIN AND RELATED STRUCTURES"
"http://who.int/icf#s3201","s3201. Gums","Gums"
"http://who.int/icf#s3200","s3200. Teeth","Teeth"
"http://who.int/icf#s6","s6. CHAPTER 6 STRUCTURES RELATED TO THE GENITOURINARY AND REPRODUCTIVE SYSTEMS","STRUCTURES RELATED TO THE GENITOURINARY AND REPRODUCTIVE SYSTEMS"
"http://who.int/icf#s7","s7. CHAPTER 7 STRUCTURES RELATED TO MOVEMENT","STRUCTURES RELATED TO MOVEMENT"
"http://who.int/icf#s3409","s3409. Structure of larynx, unspecified","Structure of larynx, unspecified"
"http://who.int/icf#e5450","e5450. Civil protection services","Civil protection services"
"http://who.int/icf#s1108","s1108. Structure of brain, other specified","Structure of brain, other specified"
"http://who.int/icf#s3408","s3408. Structure of larynx, other specified","Structure of larynx, other specified"
"http://who.int/icf#e5451","e5451. Civil protection systems","Civil protection systems"
"http://who.int/icf#s1109","s1109. Structure of brain, unspecified","Structure of brain, unspecified"
"http://who.int/icf#s1106","s1106. Structure of cranial nerves","Structure of cranial nerves"
"http://who.int/icf#e5452","e5452. Civil protection policies","Civil protection policies"
"http://who.int/icf#e5458","e5458. Civil protection services, systems and policies, other specified","Civil protection services, systems and policies, other specified"
"http://who.int/icf#e5459","e5459. Civil protection services, systems and policies, unspecified","Civil protection services, systems and policies, unspecified"
"http://who.int/icf#s150","s150. Structure of parasympathetic nervous system","Structure of parasympathetic nervous system"
"http://who.int/icf#s2204","s2204. Lens of eyeball","Lens of eyeball"
"http://who.int/icf#s2205","s2205. Vitreous body","Vitreous body"
"http://who.int/icf#s2202","s2202. Iris","Iris"
"http://who.int/icf#s399","s399. Structures involved in voice and speech, unspecified","Structures involved in voice and speech, unspecified"
"http://who.int/icf#s2203","s2203. Retina","Retina"
"http://who.int/icf#s398","s398. Structures involved in voice and speech, other specified","Structures involved in voice and speech, other specified"
"http://who.int/icf#s2200","s2200. Conjunctiva, sclera, choroid","Conjunctiva, sclera, choroid"
"http://who.int/icf#s2201","s2201. Cornea","Cornea"
"http://who.int/icf#s2208","s2208. Structure of eyeball, other specified","Structure of eyeball, other specified"
"http://who.int/icf#s2209","s2209. Structure of eyeball, unspecified","Structure of eyeball, unspecified"
"http://who.int/icf#e5102","e5102. Policies for the production of consumer goods","Policies for the production of consumer goods"
"http://who.int/icf#e5100","e5100. Services for the production of consumer goods","Services for the production of consumer goods"
"http://who.int/icf#e5101","e5101. Systems for the production of consumer goods","Systems for the production of consumer goods"
"http://who.int/icf#s140","s140. Structure of sympathetic nervous system","Structure of sympathetic nervous system"
"http://who.int/icf#s43018","s43018. Structure of lungs, other specified","Structure of lungs, other specified"
"http://who.int/icf#s260","s260. Structure of inner ear","Structure of inner ear"
"http://who.int/icf#s43019","s43019. Structure of lungs, unspecified","Structure of lungs, unspecified"
"http://who.int/icf#e5108","e5108. Services, systems and policies for the production of consumer goods, other specified","Services, systems and policies for the production of consumer goods, other specified"
"http://who.int/icf#e5109","e5109. Services, systems and policies for the production of consumer goods, unspecified","Services, systems and policies for the production of consumer goods, unspecified"
"http://who.int/icf#s43010","s43010. Bronchial tree","Bronchial tree"
"http://who.int/icf#s43011","s43011. Alveoli","Alveoli"
"http://who.int/icf#s3301","s3301. Oral pharynx","Oral pharynx"
"http://who.int/icf#s3300","s3300. Nasal pharynx","Nasal pharynx"
"http://who.int/icf#s1209","s1209. Spinal cord and related structures, unspecified","Spinal cord and related structures, unspecified"
"http://who.int/icf#e5351","e5351. Communication systems","Communication systems"
"http://who.int/icf#e5352","e5352. Communication policies","Communication policies"
"http://who.int/icf#s1208","s1208. Spinal cord and related structures, other specified","Spinal cord and related structures, other specified"
"http://who.int/icf#e5350","e5350. Communication services","Communication services"
"http://who.int/icf#s5803","s5803. Adrenal gland","Adrenal gland"
"http://who.int/icf#s32021","s32021. Soft palate","Soft palate"
"http://who.int/icf#s32020","s32020. Hard palate","Hard palate"
"http://who.int/icf#e5359","e5359. Communication services, systems and policies, unspecified","Communication services, systems and policies, unspecified"
"http://who.int/icf#s5808","s5808. Structure of endocrine glands, other specified","Structure of endocrine glands, other specified"
"http://who.int/icf#s5809","s5809. Structure of endocrine glands, unspecified","Structure of endocrine glands, unspecified"
"http://who.int/icf#e5358","e5358. Communication services, systems and policies, other specified","Communication services, systems and policies, other specified"
"http://who.int/icf#s298","s298. Eye, ear and related structures, other specified","Eye, ear and related structures, other specified"
"http://who.int/icf#s2303","s2303. External ocular muscles","External ocular muscles"
"http://who.int/icf#s2301","s2301. Eyelid","Eyelid"
"http://who.int/icf#s2302","s2302. Eyebrow","Eyebrow"
"http://who.int/icf#s299","s299. Eye, ear and related structures, unspecified","Eye, ear and related structures, unspecified"
"http://who.int/icf#s2300","s2300. Lachrymal gland and related structures","Lachrymal gland and related structures"
"http://who.int/icf#s2309","s2309. Structures around eye, unspecified","Structures around eye, unspecified"
"http://who.int/icf#s2308","s2308. Structures around eye, other specified","Structures around eye, other specified"
"http://who.int/icf#s43038","s43038. Muscles of respiration, other specified","Muscles of respiration, other specified"
"http://who.int/icf#s43039","s43039. Muscles of respiration, unspecified","Muscles of respiration, unspecified"
"http://who.int/icf#s1104","s1104. Structure of cerebellum","Structure of cerebellum"
"http://who.int/icf#s1105","s1105. Structure of brain stem","Structure of brain stem"
"http://who.int/icf#s1102","s1102. Structure of diencephalon","Structure of diencephalon"
"http://who.int/icf#s43030","s43030. Intercostal muscles","Intercostal muscles"
"http://who.int/icf#s1103","s1103. Basal ganglia and related structures","Basal ganglia and related structures"
"http://who.int/icf#s43031","s43031. Diaphragm","Diaphragm"
"http://who.int/icf#s1100","s1100. Structure of cortical lobes","Structure of cortical lobes"
"http://who.int/icf#s3400","s3400. Vocal folds","Vocal folds"
"http://who.int/icf#s1101","s1101. Structure of midbrain","Structure of midbrain"
